id,name,semantic_name,description,alt_text,category_slug,category,source_slide,slide_order,primary_use_group,use_groups,tags,png_512
communication-hr-support-046,Communication Hr Support Icon 046,communication-hr-support-icon-046,"Communication, HR & Support icon for communication hr support icon 046: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 046: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,46,communication-support,communication-support;people-hr-workforce,046;communication;communication-hr-support;communication-hr-support-icon-046;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-046.png
communication-hr-support-047,Communication Hr Support Icon 047,communication-hr-support-icon-047,"Communication, HR & Support icon for communication hr support icon 047: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 047: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,47,communication-support,communication-support;people-hr-workforce,047;communication;communication-hr-support;communication-hr-support-icon-047;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-047.png
communication-hr-support-048,Communication Hr Support Icon 048,communication-hr-support-icon-048,"Communication, HR & Support icon for communication hr support icon 048: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 048: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,48,communication-support,communication-support;people-hr-workforce,048;communication;communication-hr-support;communication-hr-support-icon-048;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-048.png
communication-hr-support-049,Communication Hr Support Icon 049,communication-hr-support-icon-049,"Communication, HR & Support icon for communication hr support icon 049: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 049: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,49,communication-support,communication-support;people-hr-workforce,049;communication;communication-hr-support;communication-hr-support-icon-049;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-049.png
communication-hr-support-050,Communication Hr Support Icon 050,communication-hr-support-icon-050,"Communication, HR & Support icon for communication hr support icon 050: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 050: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,50,communication-support,communication-support;people-hr-workforce,050;communication;communication-hr-support;communication-hr-support-icon-050;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-050.png
design-creative-files-001,Drawing Compass,drawing-compass,"Drawing compass, representing design, drafting, measurement, or technical drawing.",Drawing compass.,design-creative-files,"Design, Creative & Files",7,1,design-creative-assets,design-creative-assets;documents-files-records;innovation-growth,compass;design;design-creative-assets;design-creative-files;documents-files-records;drafting;drawing;drawing-compass;innovation-growth;measurement;or;representing;technical,png/512/design-creative-files/design-creative-files-001.png
design-creative-files-002,Ruler Pencil,ruler-pencil,"Ruler and pencil, representing design tools, measurement, or creative planning.",Ruler and pencil.,design-creative-files,"Design, Creative & Files",7,2,design-creative-assets,design-creative-assets;documents-files-records;innovation-growth,and;creative;design;design-creative-assets;design-creative-files;documents-files-records;innovation-growth;measurement;or;pencil;planning;representing;ruler;ruler-pencil;tools,png/512/design-creative-files/design-creative-files-002.png
design-creative-files-003,Image Crop Preview,image-crop-preview,"Image with crop handles and eye, representing image preview, crop, or visual QA.",Image with crop handles and eye.,design-creative-files,"Design, Creative & Files",7,3,design-creative-assets,design-creative-assets;digital-it-security;documents-files-records;innovation-growth,and;crop;design-creative-assets;design-creative-files;digital-it-security;documents-files-records;eye;handles;image;image-crop-preview;innovation-growth;or;preview;qa;representing;visual;with,png/512/design-creative-files/design-creative-files-003.png
design-creative-files-004,Document Pencil,document-pencil,"Document with pencil, representing editing, writing, or content creation.",Document with pencil.,design-creative-files,"Design, Creative & Files",7,4,design-creative-assets,design-creative-assets;digital-it-security;documents-files-records;innovation-growth;marketing-seo-content,content;creation;design-creative-assets;design-creative-files;digital-it-security;document;document-pencil;documents-files-records;editing;innovation-growth;marketing-seo-content;or;pencil;representing;with;writing,png/512/design-creative-files/design-creative-files-004.png
design-creative-files-005,Notebook Design,notebook-design,"Notebook with design mark, representing sketchbook, notes, or creative documentation.",Notebook with design mark.,design-creative-files,"Design, Creative & Files",7,5,design-creative-assets,design-creative-assets;digital-it-security;documents-files-records;innovation-growth;learning-education,creative;design;design-creative-assets;design-creative-files;digital-it-security;documentation;documents-files-records;innovation-growth;learning-education;mark;notebook;notebook-design;notes;or;representing;sketchbook;with,png/512/design-creative-files/design-creative-files-005.png
